cap.shape;cap.surface;cap.color;bruises;odor;gill.attachment;gill.spacing;gill.size;gill.color;stalk.shape;stalk.root;stalk.surface.above.ring;stalk.surface.below.ring;stalk.color.above.ring;stalk.color.below.ring;veil.color;ring.number;ring.type;spore.print.color;population;habitat.;class
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
FLAT;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;GRAY;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;SMOOTH;GRAY;BRUISES;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;TAPERING;BULBOUS;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
FLAT;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
CONVEX;SMOOTH;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;GRAY;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;MEADOWS;EDIBLE
FLAT;FIBROUS;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;GRAY;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;GRASSES;POISONOUS
FLAT;SMOOTH;GRAY;BRUISES;FOUL;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SCATTERED;GRASSES;POISONOUS
FLAT;SMOOTH;BROWN;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;SCALY;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BLACK;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;GRASSES;POISONOUS
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
CONVEX;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
FLAT;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;GRAY;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
CONVEX;SMOOTH;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;GRASSES;POISONOUS
CONVEX;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
FLAT;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;PINK;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
FLAT;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;SMOOTH;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;URBAN;POISONOUS
CONVEX;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
CONVEX;SMOOTH;WHITE;BRUISES;FOUL;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
FLAT;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
FLAT;SCALY;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;GRASSES;POISONOUS
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
CONVEX;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;BLACK;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
FLAT;SMOOTH;BROWN;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
FLAT;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;GRAY;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
CONVEX;SMOOTH;BROWN;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
FLAT;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
BELL;SMOOTH;WHITE;BRUISES;ANISE;FREE;CLOSE;BROAD;GRAY;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;MEADOWS;EDIBLE
CONVEX;SCALY;YELLOW;BRUISES;ALMOND;FREE;CLOSE;BROAD;WHITE;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;NUMEROUS;MEADOWS;EDIBLE
FLAT;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
CONVEX;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;GRAY;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;WOODS;POISONOUS
FLAT;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
CONVEX;SCALY;BROWN;BRUISES;ALMOND;FREE;CLOSE;BROAD;WHITE;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;PATHS;EDIBLE
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;PINK;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;GRASSES;POISONOUS
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PURPLE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
FLAT;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
FLAT;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
FLAT;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SCALY;BROWN;BRUISES;ALMOND;FREE;CLOSE;BROAD;WHITE;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;PATHS;EDIBLE
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;WOODS;POISONOUS
FLAT;SMOOTH;CINNAMON;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;WHITE;SEVERAL;PATHS;EDIBLE
SUNKEN;FIBROUS;BROWN;NO;NONE;FREE;CLOSE;NARROW;PINK;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SOLITARY;URBAN;EDIBLE
CONVEX;FIBROUS;WHITE;NO;CREOSOTE;FREE;CROWDED;NARROW;PURPLE;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;POISONOUS
CONVEX;SCALY;WHITE;BRUISES;ANISE;FREE;CLOSE;BROAD;BLACK;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;NUMEROUS;GRASSES;EDIBLE
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
FLAT;SMOOTH;GRAY;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
CONVEX;SMOOTH;YELLOW;BRUISES;ALMOND;FREE;CLOSE;BROAD;WHITE;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;MEADOWS;EDIBLE
CONVEX;SMOOTH;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;BLACK;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;NUMEROUS;MEADOWS;EDIBLE
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
FLAT;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;PINK;WHITE;ONE;PENDANT;BLACK;SOLITARY;WOODS;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
CONVEX;SMOOTH;WHITE;NO;CREOSOTE;FREE;CLOSE;NARROW;GRAY;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;POISONOUS
CONVEX;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
FLAT;FIBROUS;RED;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;GRAY;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
FLAT;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;ABUNDANT;GRASSES;EDIBLE
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
FLAT;FIBROUS;BROWN;NO;NONE;FREE;CLOSE;NARROW;BROWN;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SOLITARY;URBAN;EDIBLE
CONVEX;FIBROUS;PINK;NO;CREOSOTE;FREE;CROWDED;NARROW;BROWN;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;POISONOUS
CONVEX;FIBROUS;BROWN;NO;NONE;FREE;CROWDED;BROAD;PINK;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BLACK;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;URBAN;POISONOUS
FLAT;SCALY;RED;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
CONVEX;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;SCALY;BROWN;NO;MUSTY;FREE;CLOSE;BROAD;YELLOW;ENLARGING;CLUB;SILKY;SCALY;CINNAMON;CINNAMON;WHITE;NONE;NONE;WHITE;CLUSTERED;WOODS;POISONOUS
CONVEX;SCALY;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;PINK;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
BELL;SMOOTH;YELLOW;BRUISES;ANISE;FREE;CLOSE;BROAD;BLACK;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;GRAY;BRUISES;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;TAPERING;BULBOUS;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SEVERAL;URBAN;POISONOUS
FLAT;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;SMOOTH;YELLOW;BRUISES;ALMOND;FREE;CROWDED;NARROW;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;PURPLE;SEVERAL;WOODS;EDIBLE
FLAT;FIBROUS;WHITE;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;BROWN;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;FIBROUS;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BLACK;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;BUFF;BRUISES;FOUL;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SCATTERED;GRASSES;POISONOUS
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;CHOCOLATE;TAPERING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;ABUNDANT;GRASSES;EDIBLE
CONVEX;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;PINK;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
FLAT;SMOOTH;YELLOW;BRUISES;ALMOND;FREE;CROWDED;NARROW;BROWN;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;EDIBLE
CONVEX;SCALY;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;PATHS;POISONOUS
CONVEX;SCALY;WHITE;BRUISES;ANISE;FREE;CLOSE;BROAD;BLACK;ENLARGING;CLUB;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;NUMEROUS;GRASSES;EDIBLE
CONVEX;FIBROUS;GRAY;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;PINK;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;GRASSES;POISONOUS
FLAT;FIBROUS;BROWN;BRUISES;NONE;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;PINK;WHITE;ONE;PENDANT;BROWN;SOLITARY;WOODS;EDIBLE
CONVEX;SMOOTH;BROWN;BRUISES;PUNGENT;FREE;CLOSE;NARROW;WHITE;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;GRASSES;POISONOUS
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;PINK;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
CONVEX;SCALY;BROWN;BRUISES;ANISE;FREE;CLOSE;BROAD;PINK;ENLARGING;ROOTED;SMOOTH;SCALY;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;PATHS;EDIBLE
FLAT;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SILKY;SILKY;PINK;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;GRASSES;POISONOUS
CONVEX;SMOOTH;BUFF;BRUISES;FOUL;FREE;CLOSE;BROAD;PINK;TAPERING;BULBOUS;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SEVERAL;URBAN;POISONOUS
CONVEX;FIBROUS;YELLOW;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;PINK;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
FLAT;SCALY;BROWN;BRUISES;PUNGENT;FREE;CLOSE;NARROW;BLACK;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SCATTERED;URBAN;POISONOUS
FLAT;SMOOTH;WHITE;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;FIBROUS;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
CONVEX;SMOOTH;BUFF;BRUISES;FOUL;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;PENDANT;CHOCOLATE;SCATTERED;URBAN;POISONOUS
CONVEX;SCALY;GRAY;BRUISES;NONE;FREE;CLOSE;BROAD;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;PINK;GRAY;WHITE;ONE;PENDANT;BLACK;SEVERAL;WOODS;EDIBLE
CONVEX;FIBROUS;PINK;NO;CREOSOTE;FREE;CROWDED;NARROW;BROWN;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BROWN;SEVERAL;WOODS;POISONOUS
FLAT;FIBROUS;GRAY;NO;NONE;FREE;CROWDED;BROAD;BROWN;TAPERING;EQUAL;SMOOTH;FIBROUS;WHITE;WHITE;WHITE;ONE;EVANESCENT;BROWN;SCATTERED;GRASSES;EDIBLE
FLAT;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;PINK;ENLARGING;BULBOUS;SILKY;SILKY;BUFF;BROWN;WHITE;ONE;LARGE;CHOCOLATE;SEVERAL;PATHS;POISONOUS
FLAT;FIBROUS;WHITE;BRUISES;ALMOND;FREE;CROWDED;NARROW;WHITE;TAPERING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;PURPLE;SEVERAL;WOODS;EDIBLE
FLAT;SMOOTH;PINK;BRUISES;NONE;FREE;CLOSE;BROAD;GRAY;ENLARGING;BULBOUS;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;TWO;PENDANT;GREEN;SEVERAL;GRASSES;POISONOUS
CONVEX;SMOOTH;WHITE;BRUISES;PUNGENT;FREE;CLOSE;NARROW;WHITE;ENLARGING;EQUAL;SMOOTH;SMOOTH;WHITE;WHITE;WHITE;ONE;PENDANT;BLACK;SCATTERED;GRASSES;POISONOUS
CONVEX;SCALY;GRAY;NO;FOUL;FREE;CLOSE;BROAD;CHOCOLATE;ENLARGING;BULBOUS;SILKY;SILKY;BROWN;BUFF;WHITE;ONE;LARGE;CHOCOLATE;SOLITARY;WOODS;POISONOUS
